Z1,Z2,Z3,Z4,Z5,Cluster
-1.2885201474081132,5.163893681080841,0.2809409391067903,0.4793785668069144,0.18337185273339984,4.0
7.984446672535164,-0.5814352737438109,0.7261325136983402,-2.016564086698575,-1.1273439936210732,6.0
-2.516925157887101,-2.4207347936456087,-4.753620831999423,-2.134045122912318,0.8910817528606965,13.0
1.2150787365348596,-2.8257048942705687,-2.872852314361237,2.9759569666527694,6.05232751163328,0.0
1.194786787933767,1.8704061677137716,-3.860483052395427,-2.3030149359350243,0.04742123656667518,13.0
-3.317183589679839,2.315587204644149,3.0436658331270063,-2.894627088803818,0.7374332966222441,4.0
-4.9264178340006515,0.9985703713767883,2.0115984692341238,-1.6166298414050941,-0.7516629004551434,8.0
-2.7191643658558484,2.7611695702732733,2.6759824518753907,-2.627157765166749,1.031053903184689,4.0
-4.877965762938937,-1.380750682034376,-1.120606628131919,-1.0414633208664688,0.6351751547420132,8.0
-3.1087072300813823,-1.5120025563652362,-5.645910937333369,0.09521494587390292,-1.2822749367000772,13.0
-3.481174123916771,2.6775563803391185,3.3119898245547184,-2.4541504419836153,0.7886992657565804,4.0
-2.6777809873999705,-1.2220297589734923,-4.815469986071937,-0.7832647385680355,-0.11039217979117831,13.0
-5.382838656303516,-0.6040009998992563,0.8774236390812199,-1.386676171774975,1.1749887945795203,8.0
-5.869570424292941,-1.507822390725739,-0.1520145201579709,-1.126667824968629,-0.1779611264611317,8.0
7.305489684311438,0.5655181235180431,-0.07285179395266951,-1.7893689014564578,0.31393865711719166,6.0
1.2995333968048115,-2.361422269473494,5.913199554525431,0.29792744751795813,0.011790190877119914,7.0
8.443938277268597,-0.1832746961911093,0.6199354463830709,0.0005770745416169565,0.3579753253903345,6.0
-3.2972916676974386,4.767730862068012,1.8078714287300202,0.8730489640678805,-0.14538103377658468,4.0
-4.39837094538882,-0.9926272662862786,0.2564552148499604,-2.4276744409313373,0.35955529325159247,8.0
-2.528829583538885,2.2531014867085544,2.8490903829044303,-3.551264323397192,1.1367930290156205,4.0
-1.6493300894449412,3.058222259558184,1.7895536827309884,-2.588274506027875,2.1191929262700873,4.0
-2.1135493674060393,-5.002797089634536,3.1029237685993896,-0.1675260362231251,0.5007484809746819,11.0
-3.850619777464622,3.727120999106834,2.7941561655453535,-0.6791884934924334,-1.5189327731214528,4.0
-1.900065885114456,-5.3739604128927025,3.860406048175248,0.44139832175251775,0.34217201626540705,11.0
7.895300574849489,-0.31109156840886665,0.5213870122734751,-1.8962156876587204,-0.0002824325680002545,6.0
-2.9463389344272137,4.113791344797948,1.9655572157272136,-0.2919461798232266,0.7394881396629907,4.0
2.81386823589816,-3.3567507245389434,-1.7966532671405089,0.12828169157770203,0.2901473262133136,10.0
-2.425605593955047,4.4160218619361205,1.458665723191883,-0.08349511320244916,0.6949894623931142,4.0
0.5003079482264757,-5.697422821253587,3.1872912864456886,0.6399877104345352,0.5223035971513698,11.0
-1.6054137673409794,5.208999413571374,0.3465227601169411,0.7750077398140297,0.0981815184717167,4.0
-1.8047481783082628,-6.826508142220173,3.34867772697888,1.5526034871833445,0.14455974759310608,11.0
-3.132374857820592,-3.959984718973489,2.7457774220763134,1.6586100928722725,0.5054267742854486,11.0
2.5814331424445593,-5.789201163418599,-1.3239519664065835,0.18638305363573648,-0.07301908786564258,10.0
-2.694020041149634,-0.638220040673284,-5.366380360479916,0.48612178141117734,-0.11696674935324002,13.0
-2.9097577538985835,1.954131040511922,3.2407848599825337,-3.88449138745367,0.5226478683253839,4.0
6.583860147770423,1.6822845446379435,-0.8195736264555864,-1.530085162958628,0.7881775790899201,6.0
7.939638637412449,0.048573817545460446,0.44400577938290847,-0.6207661501606955,-0.9764908957041039,6.0
-1.9983186120326342,-6.648497116187051,3.9293596107395348,1.322896866082541,0.686822959327794,11.0
2.368214305376996,-4.423545547970427,-1.8306406242879405,0.08706210384299953,-0.17444436252159548,10.0
1.4650209225899695,-6.497079051716287,-1.7357543985571984,1.3410632726142095,-0.7858377669167617,10.0
7.733757231515667,0.4425288256607097,0.27215391527533406,-0.35857201574515896,-1.8113328131936937,6.0
-1.895018405892502,-5.7775039965585595,3.3394226092726003,3.013032960784244,-0.17937000030816275,11.0
-0.7513326087371627,-1.4379817758563707,-4.307249745630937,-3.3308551145453813,1.1335379154428338,13.0
7.974225800230441,0.4794984622395376,0.1980694195011531,0.048070925933586334,0.2709224660865481,6.0
-5.93366412671118,-2.2303974263781794,0.957232052351011,-2.5259138537503154,1.1521644746642667,8.0
-0.8081291609843622,-1.8234878113209962,1.6903757226056662,3.025287166379833,6.637870554370028,0.0
2.582862449135914,0.4764822585534918,3.7427563928427987,2.191004020909085,0.7441533063475421,7.0
8.621146332496313,0.6937954795815255,-0.043830865189107296,1.5847561510167478,5.990029357704925,14.0
-7.098246718289342,-1.665381883548556,-0.0928049779407141,0.14304150211496966,-0.9875702231399414,8.0
1.6604500251793846,-4.807814783976473,-2.2471844625634727,1.915282782706465,-0.06261962486221029,10.0
-4.929387002627168,-2.492970455855807,-0.3395923286728911,-2.9029923570492873,0.6096474193412381,8.0
-6.034815174329175,-1.606137702363161,0.5593939549340747,-1.4415848519537309,0.7676631842934436,8.0
7.256713412411139,0.8477035997220763,-0.1961621063981695,-1.1829095467517392,0.04498520982043756,6.0
1.083849096830489,-5.532952494195773,-1.4348971841093354,2.577961243229781,-1.9939915068188114,10.0
-2.868091748953731,5.1668179075709775,1.3816348161342387,1.1858930216188786,-0.2387054662077005,4.0
-2.6776087804905604,-1.2890294138966072,-5.953491662072731,0.93812375700707,6.332630122126773,1.0
2.4975376190917107,-3.9369758843476212,-2.476091974271672,3.066120225959862,6.2779590415465005,0.0
-5.058315189857507,-0.9430249459953465,1.2210896270485128,-2.6968068582750946,0.3950728487179804,8.0
7.221679433995469,0.4775154197296962,-0.08699619178233489,-2.3068275969435907,0.6597424022430013,6.0
